pair,direction,entry_time,entry_price,entry_spread,position_ratio,exit_time,exit_price,exit_reason,pnl_pct
USDJPY,SHORT,2026-03-23 11:05:00+00:00,158.49829277954103,0.002623059799770553,10.0,2026-03-23 11:10:00+00:00,158.74174871520995,stop,-1.5360161387198978
USDJPY,SHORT,2026-03-23 11:10:00+00:00,158.67826471252442,0.0030590211211604388,10.0,2026-03-23 11:20:00+00:00,158.82475786743163,spread_closed,-0.923208702670264
USDJPY,SHORT,2026-03-23 11:25:00+00:00,158.71324611816408,0.0013866569844294236,10.0,2026-03-23 11:55:00+00:00,158.9507901489258,stop,-1.4966868649692877
USDJPY,LONG,2026-03-23 12:00:00+00:00,158.92478397216797,-0.00111324095200545,10.0,2026-03-23 12:15:00+00:00,158.7322547668457,stop,-1.2114485891387972
USDJPY,SHORT,2026-03-23 13:40:00+00:00,158.53028406066895,0.0012807271015422138,10.0,2026-03-23 14:45:00+00:00,158.42767529296876,spread_closed,0.6472502607824948
USDJPY,LONG,2026-03-23 15:25:00+00:00,158.54870169067382,-0.0010659149351188962,10.0,2026-03-23 15:50:00+00:00,158.7042452331543,spread_closed,0.9810458289587487
USDJPY,SHORT,2026-03-23 17:00:00+00:00,158.6632683227539,0.001130980017080821,10.0,2026-03-23 17:30:00+00:00,158.52669411621093,spread_closed,0.8607802422495592
USDJPY,LONG,2026-03-30 00:15:00+00:00,159.99898863830566,-0.0012549379180242888,10.0,2026-03-30 00:50:00+00:00,159.92700783386232,spread_closed,-0.4498828714852854
USDJPY,SHORT,2026-03-31 00:45:00+00:00,159.74204727478028,0.0010967781296882053,10.0,2026-03-31 01:00:00+00:00,159.96599253845216,stop,-1.401918076626707
USDJPY,LONG,2026-03-31 14:55:00+00:00,159.11981503601075,-0.0010348857183937223,10.0,2026-03-31 15:10:00+00:00,158.9092060638428,stop,-1.323587336500509
USDJPY,LONG,2026-03-31 16:35:00+00:00,159.0678026824951,-0.0013564766267117152,10.0,2026-03-31 17:00:00+00:00,158.82223310546874,stop,-1.5438044210400736
USDJPY,SHORT,2026-03-31 17:00:00+00:00,158.82223310546874,0.0012183048129479242,10.0,2026-03-31 17:20:00+00:00,158.78074271850585,spread_closed,0.2612379019714117
USDJPY,LONG,2026-04-01 08:15:00+00:00,158.70873735351563,-0.0011857189784504603,10.0,2026-04-01 08:20:00+00:00,158.5922681213379,spread_closed,-0.7338551999082066
USDJPY,LONG,2026-04-01 12:40:00+00:00,158.39467919311522,-0.0014987647159928107,10.0,2026-04-01 12:45:00+00:00,158.44930660705566,spread_closed,0.34488162240498
USDJPY,SHORT,2026-04-07 19:45:00+00:00,159.57807861022948,0.001092158206080891,10.0,2026-04-07 20:15:00+00:00,159.5449030883789,spread_closed,0.20789523310160707
USDJPY,SHORT,2026-04-07 23:00:00+00:00,158.76024904479982,0.0010191438927397932,10.0,2026-04-07 23:50:00+00:00,158.8077561767578,spread_closed,-0.29923820505328713
USDJPY,SHORT,2026-04-08 12:15:00+00:00,158.14736505432128,0.0011240592564918266,10.0,2026-04-08 13:05:00+00:00,157.94657628479004,spread_closed,1.2696308247833743
USDJPY,LONG,2026-04-21 20:05:00+00:00,159.44889084777833,-0.0017421920889746808,10.0,2026-04-21 20:40:00+00:00,159.31813610229491,spread_closed,-0.8200417374382152
USDJPY,LONG,2026-04-23 00:15:00+00:00,159.44889084777833,-0.0013249250595113579,10.0,2026-04-23 00:20:00+00:00,159.42311083068847,spread_closed,-0.16168200953159406
USDJPY,SHORT,2026-04-23 00:45:00+00:00,159.37612315979004,0.0012617470281804646,10.0,2026-04-23 01:10:00+00:00,159.39187261047363,spread_closed,-0.09881938631295384
EURJPY,SHORT,2026-03-23 08:20:00+00:00,184.03719032592772,0.0010228131892800496,10.0,2026-03-23 08:50:00+00:00,183.87076643371583,spread_closed,0.9042948977712184
EURJPY,SHORT,2026-03-23 11:05:00+00:00,183.4313087188721,0.004044652333503097,10.0,2026-03-23 11:30:00+00:00,183.77774551391602,stop,-1.8886459321667548
EURJPY,SHORT,2026-03-23 11:30:00+00:00,183.70424911499023,0.002976033459293276,10.0,2026-03-23 12:05:00+00:00,183.73574492797852,spread_closed,-0.17144847296690635
EURJPY,SHORT,2026-03-23 12:40:00+00:00,183.93020184020997,0.0011522072948777623,10.0,2026-03-23 14:30:00+00:00,184.16782290344239,stop,-1.2919088918244004
EURJPY,LONG,2026-03-23 15:25:00+00:00,184.0597995941162,-0.0010145478069760337,10.0,2026-03-23 15:55:00+00:00,183.83622649841308,stop,-1.2146764051473857
EURJPY,SHORT,2026-03-24 20:35:00+00:00,184.16315694885253,0.0010120633390312095,10.0,2026-03-24 21:00:00+00:00,184.12081643371582,spread_closed,0.22990763102781475
EURJPY,LONG,2026-03-29 23:05:00+00:00,184.3488588592529,-0.0010825969565015803,10.0,2026-03-29 23:30:00+00:00,184.21514850158692,spread_closed,-0.7253115559997525
EURJPY,LONG,2026-03-30 13:40:00+00:00,182.94658566284178,-0.0010328504818694006,10.0,2026-03-30 14:15:00+00:00,182.80542684020998,spread_closed,-0.7715848979655826
EURJPY,SHORT,2026-03-31 01:00:00+00:00,183.4892957763672,0.0010216641799860504,10.0,2026-03-31 01:45:00+00:00,183.37466503601073,spread_closed,0.6247271257511233
EURJPY,SHORT,2026-03-31 17:00:00+00:00,183.41330694885255,0.0010711165638868049,10.0,2026-03-31 17:40:00+00:00,183.48769422912596,spread_closed,-0.40557188303758096
EURJPY,LONG,2026-04-02 01:15:00+00:00,183.89877191162108,-0.001218436543658615,10.0,2026-04-02 02:00:00+00:00,183.99319277954103,spread_closed,0.5134393608965393
EURJPY,SHORT,2026-04-02 14:55:00+00:00,184.01119454956054,0.0011015923220418966,10.0,2026-04-02 15:20:00+00:00,183.98379562683104,spread_closed,0.1488981297935732
EURJPY,LONG,2026-04-02 21:00:00+00:00,184.0147924255371,-0.0012277664928087625,10.0,2026-04-02 21:15:00+00:00,183.98519877319336,spread_closed,-0.16082213801216216
EURJPY,SHORT,2026-04-02 21:30:00+00:00,183.99718978271486,0.0013672895251414959,10.0,2026-04-02 21:45:00+00:00,184.094810256958,spread_closed,-0.5305541587805607
EURJPY,SHORT,2026-04-07 22:40:00+00:00,185.25594066772462,0.0010525384647747532,10.0,2026-04-07 23:40:00+00:00,185.5371,stop,-1.5176805195127319
EURJPY,LONG,2026-04-12 23:00:00+00:00,186.57130338134766,-0.0012149460950973401,10.0,2026-04-12 23:40:00+00:00,186.31972322998047,stop,-1.3484396946779054
EURJPY,SHORT,2026-05-06 21:30:00+00:00,183.61326389770508,0.0010394046230333437,10.0,2026-05-06 22:30:00+00:00,183.75874452209473,spread_closed,-0.7923208884881294
GBPJPY,SHORT,2026-03-23 00:40:00+00:00,212.19055510864257,0.001051200190792109,10.0,2026-03-23 00:55:00+00:00,212.47948385925292,stop,-1.3616475552478136
GBPJPY,SHORT,2026-03-23 10:35:00+00:00,211.6796557220459,0.0013047623569242238,10.0,2026-03-23 11:05:00+00:00,212.475485256958,stop,-3.759593864594457
GBPJPY,LONG,2026-03-23 11:05:00+00:00,212.475485256958,-0.004835109162582642,10.0,2026-03-23 11:10:00+00:00,212.0975713897705,stop,-1.778623386742506
GBPJPY,LONG,2026-03-23 11:10:00+00:00,212.18242738952637,-0.004454957398720927,10.0,2026-03-23 11:15:00+00:00,211.88461655273437,stop,-1.4035603252161577
GBPJPY,LONG,2026-03-23 11:15:00+00:00,211.96938735351563,-0.0038726934310252164,10.0,2026-03-23 12:15:00+00:00,212.42950572204592,spread_closed,2.1706831079475464
GBPJPY,LONG,2026-03-23 12:40:00+00:00,212.841555770874,-0.0017500061996345373,10.0,2026-03-23 13:15:00+00:00,212.53548732910156,stop,-1.438010733683659
GBPJPY,SHORT,2026-03-23 13:20:00+00:00,212.51649393615722,0.0011018543402016175,10.0,2026-03-23 13:40:00+00:00,212.59251305236816,spread_closed,-0.3577092525994807
GBPJPY,LONG,2026-03-23 13:50:00+00:00,212.62451713256834,-0.001186571962704762,10.0,2026-03-23 15:05:00+00:00,212.9134024536133,spread_closed,1.3586642074057131
GBPJPY,SHORT,2026-03-23 15:25:00+00:00,212.79443821411132,0.0010608052611377201,10.0,2026-03-23 16:30:00+00:00,212.65652121276855,spread_closed,0.6481231488014716
GBPJPY,SHORT,2026-03-24 00:10:00+00:00,212.72444489135742,0.0010776062051965493,10.0,2026-03-24 01:15:00+00:00,212.38347161865235,spread_closed,1.6028871194337935
GBPJPY,LONG,2026-03-24 07:05:00+00:00,212.93158536987303,-0.0010814440664301843,10.0,2026-03-24 07:50:00+00:00,212.78842745361328,spread_closed,-0.6723188389879953
GBPJPY,SHORT,2026-03-24 08:25:00+00:00,212.484487399292,0.0010075468646057544,10.0,2026-03-24 09:25:00+00:00,212.51849312438964,spread_closed,-0.16003862453151108
GBPJPY,SHORT,2026-03-24 17:00:00+00:00,212.579469619751,0.0010168438799670022,10.0,2026-03-24 19:20:00+00:00,212.84256305236815,stop,-1.2376239017237722
GBPJPY,LONG,2026-03-24 20:20:00+00:00,212.87355985107422,-0.0017747845192756986,10.0,2026-03-24 21:05:00+00:00,212.61646478271484,stop,-1.2077360313758057
GBPJPY,LONG,2026-03-25 08:30:00+00:00,213.0556030883789,-0.0011597422459289717,10.0,2026-03-25 08:55:00+00:00,212.82043399047853,spread_closed,-1.1037921298076014
GBPJPY,LONG,2026-03-26 20:35:00+00:00,213.01560180358885,-0.00105230866876638,10.0,2026-03-26 20:40:00+00:00,212.89741444091797,spread_closed,-0.5548296071752334
GBPJPY,SHORT,2026-03-29 23:05:00+00:00,212.3305264984131,0.0010098070686234456,10.0,2026-03-29 23:35:00+00:00,212.36447062683104,spread_closed,-0.15986457047745262
GBPJPY,LONG,2026-03-30 14:55:00+00:00,210.58510786743165,-0.001220904079241446,10.0,2026-03-30 15:10:00+00:00,210.29592983703614,stop,-1.3732121578965417
GBPJPY,LONG,2026-03-31 00:50:00+00:00,210.93518397216798,-0.0010455794200411974,10.0,2026-03-31 01:05:00+00:00,211.02878494567872,spread_closed,0.4437428206529592
GBPJPY,LONG,2026-03-31 11:25:00+00:00,210.80915169067381,-0.0011940809190465265,10.0,2026-03-31 11:55:00+00:00,210.93979822998048,spread_closed,0.619738461347108
GBPJPY,SHORT,2026-03-31 14:50:00+00:00,210.44590899047853,0.0013343347422709886,10.0,2026-03-31 15:50:00+00:00,209.8019465057373,spread_closed,3.059990511720345
GBPJPY,LONG,2026-03-31 16:40:00+00:00,210.07400408020018,-0.0016091483962298874,10.0,2026-03-31 17:35:00+00:00,210.26894243774416,spread_closed,0.9279508828210492
GBPJPY,LONG,2026-04-01 06:25:00+00:00,210.45608426513672,-0.0010872377555138212,10.0,2026-04-01 07:00:00+00:00,210.19595899047852,stop,-1.236007386369975
GBPJPY,SHORT,2026-04-02 01:15:00+00:00,210.8458228881836,0.0012542489008607206,10.0,2026-04-02 01:55:00+00:00,211.13621293945312,stop,-1.3772625290449092
GBPJPY,LONG,2026-04-07 08:20:00+00:00,211.6643184173584,-0.0010446657941103178,10.0,2026-04-07 09:50:00+00:00,211.72365326843263,spread_closed,0.28032524101306855
GBPJPY,SHORT,2026-04-07 15:05:00+00:00,211.7886274536133,0.0012017596303448249,10.0,2026-04-07 15:25:00+00:00,211.90237261047363,spread_closed,-0.5370692384569775
GBPJPY,LONG,2026-04-07 22:35:00+00:00,212.5455065826416,-0.0013582857392557214,10.0,2026-04-07 23:45:00+00:00,212.5964797668457,spread_closed,0.239822450371463
GBPJPY,LONG,2026-04-08 04:00:00+00:00,212.33945646972657,-0.0011879524731763383,10.0,2026-04-08 05:00:00+00:00,212.43850660705567,spread_closed,0.46647071145367036
GBPJPY,SHORT,2026-04-08 07:10:00+00:00,212.37652254638672,0.001095409827315602,10.0,2026-04-08 07:50:00+00:00,212.43148536987303,spread_closed,-0.25879896152036785
GBPJPY,LONG,2026-04-08 12:55:00+00:00,212.92857878723143,-0.0010305437692074938,10.0,2026-04-08 13:20:00+00:00,212.80043371887209,spread_closed,-0.6018218366421468
GBPJPY,SHORT,2026-04-08 13:35:00+00:00,212.76543705749512,0.0013670623157771263,10.0,2026-04-08 14:00:00+00:00,212.99359422912596,spread_closed,-1.0723413294293493
GBPJPY,LONG,2026-04-09 15:35:00+00:00,213.60571614074706,-0.0010062367444844062,10.0,2026-04-09 16:30:00+00:00,213.41031232910157,spread_closed,-0.9147873716859323
GBPJPY,LONG,2026-04-10 14:20:00+00:00,214.47087937316894,-0.0010586461053681126,10.0,2026-04-10 14:40:00+00:00,214.20715,stop,-1.2296745084448002
GBPJPY,SHORT,2026-04-10 14:50:00+00:00,214.20014761657714,0.0010957441384316356,10.0,2026-04-10 15:20:00+00:00,214.39287610473633,spread_closed,-0.8997588951440427
GBPJPY,SHORT,2026-04-12 23:00:00+00:00,214.0101831756592,0.002150960167395246,10.0,2026-04-12 23:30:00+00:00,213.87476713256837,spread_closed,0.632755138477159
GBPJPY,LONG,2026-04-13 16:45:00+00:00,214.93998257446287,-0.0010259350136442274,10.0,2026-04-13 17:40:00+00:00,214.96699250793458,spread_closed,0.1256626763814772
GBPJPY,LONG,2026-04-17 12:45:00+00:00,215.30104720458985,-0.0011687162456063506,10.0,2026-04-17 13:10:00+00:00,215.0409828338623,stop,-1.2079103845715755
GBPJPY,LONG,2026-04-17 13:10:00+00:00,215.12701643371582,-0.0019049946726620742,10.0,2026-04-17 13:30:00+00:00,214.83702888183595,stop,-1.3479829576367175
